CustomerID,FirstPurchaseDate,Country,City,AgeGroup,Gender
C02122,2024-01-25,USA,Houston,25-34,Female
C02123,2024-03-21,USA,Los Angeles,45-54,Female
C02124,2024-04-19,USA,Houston,45-54,Female
C02125,2024-03-21,Germany,Munich,35-44,Male
C02126,2024-06-19,UK,London,35-44,Female
C02127,2024-03-06,USA,Phoenix,25-34,Female
C02128,2024-04-05,UK,Birmingham,25-34,Male
C02129,2024-09-01,Canada,Vancouver,45-54,Female
C02130,2024-02-09,Canada,Montreal,25-34,Female
C02131,2024-06-24,USA,Chicago,25-34,Female
C02132,2024-08-24,USA,Houston,25-34,Female
C02133,2024-05-01,Canada,Montreal,45-54,Male
C02134,2024-01-18,Australia,Sydney,25-34,Male
C02135,2024-01-24,Canada,Montreal,25-34,Male
C02136,2024-07-31,Australia,Sydney,35-44,Female
C02137,2024-01-22,USA,Houston,45-54,Female
C02138,2024-01-24,USA,Houston,18-24,Female
C02139,2024-04-20,USA,New York,25-34,Male
C02140,2024-01-25,Australia,Sydney,18-24,Male
C02141,2024-07-09,USA,Phoenix,25-34,Female
C02142,2024-07-08,Australia,Melbourne,25-34,Male
C02143,2024-04-05,USA,New York,35-44,Male
C02144,2024-07-26,USA,Phoenix,35-44,Female
C02145,2024-02-03,UK,Manchester,35-44,Male
C02146,2024-05-22,UK,Birmingham,25-34,Male
C02147,2024-01-16,Canada,Montreal,45-54,Male
C02148,2024-05-30,Canada,Toronto,25-34,Male
C02149,2024-09-01,Australia,Sydney,55+,Other
C02150,2024-05-23,Germany,Munich,35-44,Male
C02151,2024-05-23,Australia,Melbourne,18-24,Male
C02152,2024-03-25,USA,Houston,35-44,Male
C02153,2024-06-20,USA,Chicago,25-34,Female
C02154,2024-02-01,UK,Manchester,35-44,Male
C02155,2024-04-15,USA,Houston,18-24,Female
C02156,2024-03-31,Australia,Sydney,25-34,Male
C02157,2024-08-11,Australia,Melbourne,45-54,Male
C02158,2024-06-19,Germany,Munich,25-34,Male
C02159,2024-08-28,USA,Phoenix,45-54,Female
C02160,2024-07-11,Australia,Sydney,25-34,Female
C02161,2024-04-18,Germany,Berlin,35-44,Male
C02162,2024-08-10,USA,Houston,35-44,Female
C02163,2024-08-22,Australia,Melbourne,35-44,Female
C02164,2024-07-03,Germany,Berlin,25-34,Male
C02165,2024-01-14,USA,Phoenix,25-34,Female
C02166,2024-09-04,UK,London,18-24,Male
C02167,2024-03-14,Australia,Sydney,25-34,Female
C02168,2024-06-02,UK,Birmingham,35-44,Female
C02169,2024-03-20,USA,Phoenix,55+,Female
C02170,2024-03-31,Canada,Toronto,45-54,Female
C02171,2024-01-27,USA,Houston,45-54,Male
C02172,2024-05-27,USA,Houston,45-54,Female
C02173,2024-05-09,Australia,Melbourne,35-44,Male
C02174,2024-02-24,Canada,Vancouver,25-34,Male
C02175,2024-02-09,Canada,Toronto,55+,Female
C02176,2024-06-17,USA,Los Angeles,35-44,Female
C02177,2024-05-03,UK,Manchester,35-44,Female
C02178,2024-02-27,UK,Birmingham,18-24,Male
C02179,2024-08-04,Canada,Montreal,25-34,Female
C02180,2024-01-28,UK,London,25-34,Female
C02181,2024-03-30,USA,Houston,45-54,Male
C02182,2024-08-04,UK,London,35-44,Male
C02183,2024-05-22,Germany,Munich,25-34,Male
C02184,2024-04-04,Canada,Vancouver,55+,Male
C02185,2024-01-30,USA,Los Angeles,18-24,Other
C02186,2024-07-14,UK,Birmingham,25-34,Female
C02187,2024-03-12,USA,New York,18-24,Female
C02188,2024-05-26,USA,New York,35-44,Female
C02189,2024-02-27,Australia,Sydney,55+,Male
C02190,2024-07-25,USA,Houston,25-34,Female
C02191,2024-04-19,Germany,Munich,45-54,Male
C02192,2024-08-04,Canada,Toronto,25-34,Female
C02193,2024-05-23,Canada,Montreal,55+,Male
C02194,2024-09-06,Australia,Melbourne,45-54,Female
C02195,2024-07-15,USA,Phoenix,45-54,Male
C02196,2024-07-28,USA,Phoenix,18-24,Male
C02197,2024-06-08,Australia,Sydney,55+,Female
C02198,2024-06-06,Canada,Vancouver,35-44,Male
C02199,2024-06-21,USA,Phoenix,25-34,Female
C02200,2024-06-13,USA,Houston,45-54,Male
C02201,2024-05-22,Germany,Berlin,25-34,Female
C02202,2024-01-07,Germany,Berlin,45-54,Male
C02203,2024-06-04,USA,Chicago,18-24,Male
C02204,2024-08-25,USA,Phoenix,35-44,Male
C02205,2024-06-17,USA,Los Angeles,35-44,Male
C02206,2024-07-31,UK,London,18-24,Male
C02207,2024-06-26,UK,London,25-34,Male
C02208,2024-03-09,UK,London,18-24,Male
C02209,2024-01-08,Germany,Berlin,25-34,Male
C02210,2024-02-16,USA,Houston,25-34,Female
C02211,2024-03-10,USA,Chicago,35-44,Female
C02212,2024-06-28,Germany,Munich,25-34,Male
C02213,2024-07-14,Germany,Munich,25-34,Female
C02214,2024-03-20,USA,Chicago,35-44,Female
C02215,2024-08-23,Canada,Montreal,18-24,Male
C02216,2024-03-27,Australia,Sydney,55+,Female
C02217,2024-03-30,Germany,Berlin,45-54,Male
C02218,2024-01-02,Australia,Sydney,35-44,Female
C02219,2024-02-16,Australia,Sydney,35-44,Male
C02220,2024-08-10,Canada,Toronto,45-54,Female
C02221,2024-02-06,UK,Birmingham,25-34,Female
C02222,2024-05-24,USA,Chicago,18-24,Male
C02223,2024-06-17,UK,London,25-34,Male
C02224,2024-04-12,USA,Houston,45-54,Female
C02225,2024-01-18,UK,Manchester,18-24,Male
C02226,2024-02-06,Germany,Munich,35-44,Female
C02227,2024-07-08,Australia,Sydney,55+,Female
C02228,2024-06-11,UK,Birmingham,45-54,Female
C02229,2024-09-05,USA,Houston,35-44,Female
C02230,2024-01-08,Germany,Berlin,18-24,Female
C02231,2024-01-24,USA,Los Angeles,45-54,Female
C02232,2024-07-10,Canada,Montreal,35-44,Male
C02233,2024-05-15,UK,Birmingham,18-24,Male
C02234,2024-02-25,USA,Houston,18-24,Male
C02235,2024-04-06,Canada,Vancouver,55+,Female
C02236,2024-04-17,Canada,Vancouver,35-44,Female
C02237,2024-04-26,Germany,Munich,45-54,Male
C02238,2024-03-28,USA,New York,45-54,Female
C02239,2024-02-10,USA,Phoenix,35-44,Female
C02240,2024-04-04,USA,Phoenix,35-44,Male
C02241,2024-03-20,Australia,Sydney,25-34,Female
C02242,2024-07-03,Canada,Toronto,25-34,Male
C02243,2024-03-24,USA,Phoenix,25-34,Female
C02244,2024-07-17,UK,Manchester,45-54,Male
C02245,2024-08-29,USA,Phoenix,35-44,Female
C02246,2024-05-25,Germany,Berlin,45-54,Female
C02247,2024-06-01,UK,London,25-34,Male
C02248,2024-01-22,Germany,Berlin,35-44,Female
C02249,2024-08-14,USA,Los Angeles,35-44,Female
C02250,2024-01-14,Australia,Sydney,35-44,Male
C02251,2024-02-09,Germany,Munich,35-44,Male
C02252,2024-02-10,USA,New York,25-34,Female
C02253,2024-07-12,UK,London,35-44,Male
C02254,2024-06-07,USA,New York,18-24,Male
C02255,2024-01-13,Canada,Montreal,25-34,Male
C02256,2024-06-21,UK,Birmingham,25-34,Male
C02257,2024-01-21,USA,Phoenix,35-44,Female
C02258,2024-03-10,UK,Manchester,55+,Male
C02259,2024-04-23,USA,Chicago,35-44,Male
C02260,2024-06-18,USA,New York,35-44,Male
C02261,2024-04-18,Canada,Toronto,35-44,Male
C02262,2024-05-04,Australia,Sydney,35-44,Female
C02263,2024-06-04,USA,Houston,18-24,Male
C02264,2024-04-23,Australia,Sydney,25-34,Other
C02265,2024-04-16,Canada,Toronto,25-34,Female
C02266,2024-03-10,USA,Chicago,25-34,Male
C02267,2024-02-25,UK,Birmingham,18-24,Female
C02268,2024-07-12,UK,Birmingham,18-24,Male
C02269,2024-05-11,Canada,Montreal,25-34,Female
C02270,2024-01-30,UK,Birmingham,55+,Other
C02271,2024-03-29,Australia,Sydney,25-34,Male
C02272,2024-04-20,Australia,Melbourne,25-34,Male
C02273,2024-01-29,USA,Phoenix,25-34,Female
C02274,2024-03-13,Australia,Melbourne,35-44,Male
C02275,2024-06-22,Germany,Berlin,25-34,Male
C02276,2024-06-22,Canada,Toronto,25-34,Male
C02277,2024-05-31,Australia,Melbourne,35-44,Male
C02278,2024-05-04,Australia,Melbourne,18-24,Female
C02279,2024-05-14,USA,Chicago,18-24,Male
C02280,2024-06-19,USA,Houston,25-34,Male
C02281,2024-03-19,USA,New York,18-24,Female
C02282,2024-01-12,Germany,Munich,18-24,Male
C02283,2024-02-26,UK,Birmingham,25-34,Male
C02284,2024-04-11,USA,New York,45-54,Female
C02285,2024-06-02,USA,Chicago,35-44,Male
C02286,2024-01-15,Canada,Vancouver,35-44,Female
C02287,2024-01-02,UK,London,25-34,Female
C02288,2024-02-22,Canada,Toronto,55+,Male
C02289,2024-03-18,Germany,Munich,25-34,Female
C02290,2024-08-30,Australia,Melbourne,18-24,Male
C02291,2024-02-24,Germany,Munich,35-44,Male
C02292,2024-07-15,USA,Phoenix,18-24,Female
C02293,2024-02-05,UK,London,25-34,Female
C02294,2024-07-14,USA,Los Angeles,35-44,Male
C02295,2024-03-06,Australia,Sydney,45-54,Female
C02296,2024-03-15,Canada,Toronto,25-34,Female
C02297,2024-03-24,UK,Birmingham,35-44,Female
C02298,2024-01-31,Germany,Berlin,55+,Female
C02299,2024-01-02,Australia,Melbourne,18-24,Male
C02300,2024-05-07,Australia,Melbourne,25-34,Male
C02301,2024-07-10,USA,Houston,25-34,Female
C02302,2024-04-20,USA,Phoenix,25-34,Male
C02303,2024-02-14,USA,Chicago,25-34,Female
C02304,2024-02-03,Canada,Vancouver,55+,Male
C02305,2024-04-07,USA,Phoenix,35-44,Male
C02306,2024-05-16,UK,Birmingham,35-44,Male
C02307,2024-06-29,UK,Birmingham,25-34,Other
C02308,2024-02-28,USA,Chicago,45-54,Male
C02309,2024-05-08,USA,Los Angeles,55+,Female
C02310,2024-05-23,Australia,Melbourne,45-54,Male
C02311,2024-08-01,USA,Phoenix,18-24,Male
C02312,2024-06-20,USA,Houston,35-44,Male
C02313,2024-07-25,USA,Houston,18-24,Female
C02314,2024-03-31,Germany,Berlin,25-34,Male
C02315,2024-01-19,USA,Phoenix,18-24,Male
C02316,2024-04-11,Germany,Berlin,35-44,Male
C02317,2024-08-08,Germany,Munich,35-44,Male
C02318,2024-07-08,Canada,Toronto,18-24,Female
C02319,2024-01-11,UK,London,25-34,Female
C02320,2024-04-21,Australia,Sydney,25-34,Male
C02321,2024-01-05,Germany,Berlin,25-34,Female
C02322,2024-04-27,UK,Manchester,18-24,Female
C02323,2024-08-23,UK,Birmingham,25-34,Male
C02324,2024-01-20,Australia,Sydney,45-54,Female
C02325,2024-08-08,USA,Los Angeles,18-24,Female
C02326,2024-03-21,Canada,Montreal,18-24,Male
C02327,2024-05-27,USA,Houston,25-34,Male
C02328,2024-04-19,Canada,Vancouver,55+,Female
C02329,2024-05-26,USA,New York,35-44,Female
C02330,2024-04-13,Canada,Vancouver,35-44,Male
C02331,2024-06-30,Germany,Munich,25-34,Male
C02332,2024-06-12,UK,Birmingham,35-44,Male
C02333,2024-04-16,USA,Los Angeles,18-24,Female
C02334,2024-03-15,Canada,Toronto,35-44,Female
C02335,2024-01-30,Canada,Montreal,55+,Other
C02336,2024-04-13,USA,Los Angeles,35-44,Male
C02337,2024-01-06,UK,Birmingham,45-54,Female
C02338,2024-09-04,Canada,Vancouver,35-44,Female
C02339,2024-03-24,USA,Chicago,18-24,Male
C02340,2024-02-13,USA,New York,55+,Male
C02341,2024-07-24,USA,Chicago,18-24,Female
C02342,2024-08-30,USA,Chicago,35-44,Female
C02343,2024-06-07,Germany,Munich,18-24,Female
C02344,2024-04-27,UK,London,18-24,Female
C02345,2024-07-31,Germany,Berlin,25-34,Male
C02346,2024-06-25,Australia,Melbourne,25-34,Female
C02347,2024-08-23,UK,Manchester,25-34,Female
C02348,2024-04-02,Australia,Melbourne,35-44,Female
C02349,2024-01-23,Germany,Berlin,18-24,Other
C02350,2024-04-21,Australia,Sydney,18-24,Female
C02351,2024-08-04,UK,London,35-44,Male
C02352,2024-01-28,UK,Manchester,25-34,Female
C02353,2024-03-03,UK,Manchester,35-44,Male
C02354,2024-04-21,USA,Houston,35-44,Male
C02355,2024-05-30,USA,Houston,45-54,Male
C02356,2024-04-12,USA,New York,35-44,Male
C02357,2024-05-14,USA,Los Angeles,25-34,Female
C02358,2024-01-21,USA,Houston,35-44,Female
C02359,2024-04-11,Australia,Sydney,25-34,Female
C02360,2024-08-10,Australia,Melbourne,25-34,Female
C02361,2024-03-20,Canada,Montreal,45-54,Male
C02362,2024-07-09,USA,Chicago,25-34,Female
C02363,2024-03-27,USA,Houston,45-54,Male
C02364,2024-02-26,USA,Houston,45-54,Male
C02365,2024-03-26,USA,New York,45-54,Female
C02366,2024-07-18,UK,Birmingham,55+,Male
C02367,2024-02-13,UK,Manchester,25-34,Male
C02368,2024-01-20,UK,Birmingham,25-34,Female
C02369,2024-05-10,UK,Birmingham,35-44,Female
C02370,2024-06-11,USA,Chicago,25-34,Male
C02371,2024-01-30,Canada,Montreal,35-44,Female
C02372,2024-05-15,UK,Birmingham,35-44,Female
C02373,2024-05-10,Australia,Sydney,35-44,Female
C02374,2024-02-19,USA,Los Angeles,25-34,Male
C02375,2024-08-19,UK,Birmingham,25-34,Female
C02376,2024-07-17,USA,Chicago,25-34,Female
C02377,2024-03-30,UK,Manchester,18-24,Female
C02378,2024-03-30,USA,New York,45-54,Female
C02379,2024-07-05,Germany,Berlin,25-34,Male
C02380,2024-09-02,USA,Chicago,25-34,Male
C02381,2024-07-28,USA,New York,18-24,Male
C02382,2024-06-14,USA,Chicago,35-44,Male
C02383,2024-07-27,Australia,Melbourne,35-44,Female
C02384,2024-02-07,Canada,Montreal,25-34,Male
C02385,2024-03-01,USA,Phoenix,18-24,Female
C02386,2024-01-27,Germany,Berlin,25-34,Female
C02387,2024-02-07,Australia,Melbourne,25-34,Male
C02388,2024-03-06,Australia,Sydney,35-44,Male
C02389,2024-02-20,Canada,Montreal,35-44,Female
C02390,2024-02-14,USA,New York,25-34,Female
C02391,2024-06-03,USA,Chicago,25-34,Male
C02392,2024-02-09,Germany,Munich,55+,Male
C02393,2024-07-13,Germany,Berlin,25-34,Female
C02394,2024-07-13,UK,Manchester,35-44,Female
C02395,2024-06-16,USA,Houston,18-24,Male
C02396,2024-01-20,USA,New York,25-34,Female
C02397,2024-02-15,Australia,Melbourne,18-24,Male
C02398,2024-08-31,USA,Los Angeles,35-44,Male
C02399,2024-07-16,UK,Manchester,55+,Male
C02400,2024-06-09,UK,Manchester,25-34,Male
C02401,2024-05-06,Canada,Vancouver,18-24,Male
C02402,2024-04-28,USA,Los Angeles,18-24,Female
C02403,2024-07-12,Canada,Montreal,25-34,Male
C02404,2024-05-24,USA,Chicago,25-34,Male
C02405,2024-07-13,USA,Los Angeles,18-24,Male
C02406,2024-05-28,Germany,Berlin,45-54,Female
C02407,2024-04-24,USA,Chicago,25-34,Male
C02408,2024-06-23,USA,New York,25-34,Male
C02409,2024-08-24,UK,London,55+,Female
C02410,2024-08-13,Germany,Berlin,18-24,Other
C02411,2024-05-24,UK,Manchester,55+,Male
C02412,2024-06-13,Canada,Montreal,25-34,Female
C02413,2024-06-11,Australia,Sydney,45-54,Female
C02414,2024-06-08,Canada,Vancouver,35-44,Female
C02415,2024-03-23,USA,Phoenix,45-54,Male
C02416,2024-08-09,USA,Los Angeles,55+,Female
C02417,2024-09-05,UK,London,25-34,Male
C02418,2024-06-09,USA,Chicago,55+,Female
C02419,2024-03-21,Australia,Melbourne,25-34,Female
C02420,2024-02-08,Australia,Melbourne,25-34,Male
C02421,2024-04-22,USA,Chicago,25-34,Female
C02422,2024-01-18,USA,Los Angeles,35-44,Male
C02423,2024-04-30,USA,New York,25-34,Female
C02424,2024-04-23,USA,Phoenix,35-44,Male
C02425,2024-06-10,Germany,Berlin,35-44,Male
C02426,2024-03-18,Australia,Sydney,45-54,Male
C02427,2024-07-22,USA,New York,45-54,Female
C02428,2024-03-11,USA,Houston,25-34,Male
C02429,2024-05-31,USA,Houston,25-34,Male
C02430,2024-01-15,Germany,Berlin,25-34,Male
C02431,2024-03-31,UK,London,25-34,Female
C02432,2024-05-09,UK,Manchester,18-24,Female
C02433,2024-01-19,Canada,Toronto,25-34,Male
C02434,2024-03-20,Canada,Montreal,25-34,Male
C02435,2024-04-28,Canada,Montreal,55+,Male
C02436,2024-04-25,USA,New York,35-44,Male
C02437,2024-01-10,Canada,Vancouver,25-34,Male
C02438,2024-01-15,Canada,Vancouver,35-44,Female
C02439,2024-04-04,USA,New York,18-24,Male
C02440,2024-07-31,Germany,Berlin,25-34,Male
C02441,2024-03-14,Germany,Munich,35-44,Male
C02442,2024-01-20,USA,New York,25-34,Female
C02443,2024-06-14,USA,Phoenix,25-34,Female
C02444,2024-08-09,USA,Chicago,55+,Female
C02445,2024-09-07,USA,Los Angeles,45-54,Male
C02446,2024-08-06,Germany,Munich,35-44,Male
C02447,2024-01-24,Canada,Toronto,35-44,Male
C02448,2024-06-06,UK,London,35-44,Male
C02449,2024-06-01,Australia,Melbourne,25-34,Female
C02450,2024-05-09,USA,Chicago,25-34,Female
C02451,2024-04-08,USA,Phoenix,18-24,Female
C02452,2024-04-28,Germany,Munich,25-34,Female
C02453,2024-05-28,Germany,Munich,35-44,Male
C02454,2024-05-21,Germany,Berlin,25-34,Female
C02455,2024-09-01,Australia,Melbourne,55+,Male
C02456,2024-07-21,UK,London,55+,Male
C02457,2024-07-08,USA,Los Angeles,35-44,Female
C02458,2024-08-17,USA,Chicago,35-44,Male
C02459,2024-01-11,UK,London,45-54,Male
C02460,2024-04-25,USA,New York,18-24,Male
C02461,2024-08-20,USA,Phoenix,45-54,Female
C02462,2024-07-26,Germany,Berlin,18-24,Female
C02463,2024-05-26,Canada,Toronto,45-54,Male
C02464,2024-06-15,UK,Birmingham,25-34,Female
C02465,2024-02-18,Germany,Munich,45-54,Male
C02466,2024-03-23,Australia,Melbourne,55+,Male
C02467,2024-06-03,UK,Manchester,18-24,Female
C02468,2024-05-01,UK,London,25-34,Female
C02469,2024-05-08,USA,Chicago,55+,Other
C02470,2024-02-08,UK,Birmingham,25-34,Male
C02471,2024-09-02,Canada,Toronto,45-54,Female
C02472,2024-01-16,UK,London,35-44,Female
C02473,2024-04-25,USA,New York,25-34,Female
C02474,2024-01-27,UK,Manchester,25-34,Male
C02475,2024-07-26,USA,Phoenix,25-34,Female
C02476,2024-08-18,Germany,Munich,45-54,Female
C02477,2024-08-02,USA,Phoenix,25-34,Male
C02478,2024-03-28,USA,Houston,35-44,Male
C02479,2024-07-01,USA,New York,25-34,Male
C02480,2024-01-22,UK,London,35-44,Female
C02481,2024-05-09,Germany,Berlin,45-54,Female
C02482,2024-06-14,USA,Houston,55+,Female
C02483,2024-02-14,USA,New York,25-34,Female
C02484,2024-01-11,Canada,Toronto,45-54,Female
C02485,2024-03-04,Canada,Vancouver,45-54,Male
C02486,2024-06-30,Canada,Toronto,35-44,Male
C02487,2024-04-22,USA,New York,55+,Female
C02488,2024-04-22,Canada,Vancouver,25-34,Male
C02489,2024-05-14,USA,Houston,18-24,Male
C02490,2024-05-13,UK,London,45-54,Female
C02491,2024-06-05,UK,Birmingham,25-34,Male
C02492,2024-02-10,Germany,Munich,45-54,Male
C02493,2024-04-03,Canada,Montreal,45-54,Male
C02494,2024-04-05,UK,Manchester,18-24,Male
C02495,2024-08-22,USA,Chicago,45-54,Female
C02496,2024-03-13,USA,Chicago,25-34,Female
C02497,2024-04-09,USA,Los Angeles,35-44,Female
C02498,2024-04-14,UK,Birmingham,35-44,Male
C02499,2024-07-17,USA,Phoenix,55+,Female
C02500,2024-03-27,UK,London,18-24,Female
C02501,2024-06-22,USA,Houston,25-34,Female
C02502,2024-06-02,Canada,Montreal,35-44,Male
C02503,2024-01-14,Germany,Berlin,35-44,Female
C02504,2024-07-21,Australia,Sydney,35-44,Female
C02505,2024-06-10,Canada,Montreal,18-24,Female
C02506,2024-06-14,USA,Houston,25-34,Female
C02507,2024-03-26,Canada,Toronto,25-34,Male
C02508,2024-01-17,Australia,Melbourne,45-54,Female
C02509,2024-03-25,Canada,Vancouver,25-34,Male
C02510,2024-01-25,Australia,Melbourne,25-34,Female
C02511,2024-05-22,USA,Houston,55+,Male
C02512,2024-06-22,UK,London,18-24,Male
C02513,2024-04-08,Australia,Sydney,55+,Male
C02514,2024-03-13,Australia,Sydney,35-44,Female
C02515,2024-03-05,UK,Birmingham,45-54,Male
C02516,2024-07-04,UK,Manchester,25-34,Female
C02517,2024-08-06,Canada,Vancouver,18-24,Female
C02518,2024-06-17,Australia,Melbourne,35-44,Male
C02519,2024-09-03,UK,London,45-54,Male
C02520,2024-08-20,UK,Birmingham,35-44,Male
C02521,2024-06-03,Germany,Munich,18-24,Female
C02522,2024-08-11,Canada,Vancouver,45-54,Female
C02523,2024-02-08,Canada,Vancouver,45-54,Male
C02524,2024-03-26,UK,Manchester,35-44,Male
C02525,2024-01-21,UK,London,45-54,Female
C02526,2024-05-29,USA,New York,45-54,Female
C02527,2024-06-18,USA,Houston,35-44,Female
C02528,2024-02-06,USA,New York,18-24,Female
C02529,2024-08-22,UK,Manchester,25-34,Male
C02530,2024-03-30,Canada,Vancouver,18-24,Male
C02531,2024-03-20,USA,Houston,25-34,Male
C02532,2024-09-04,USA,Los Angeles,25-34,Male
C02533,2024-06-16,Germany,Munich,18-24,Male
C02534,2024-06-27,Australia,Melbourne,25-34,Male
C02535,2024-06-18,Australia,Sydney,18-24,Male
C02536,2024-04-10,USA,Phoenix,45-54,Female
C02537,2024-02-03,USA,New York,55+,Female
C02538,2024-06-01,Australia,Melbourne,18-24,Female
C02539,2024-06-30,UK,Birmingham,55+,Female
C02540,2024-08-28,Canada,Toronto,35-44,Male
C02541,2024-01-22,UK,Manchester,25-34,Female
C02542,2024-03-20,Australia,Sydney,18-24,Male
C02543,2024-05-23,Canada,Vancouver,35-44,Female
C02544,2024-04-06,USA,Phoenix,45-54,Male
C02545,2024-06-13,USA,Houston,35-44,Other
C02546,2024-07-21,USA,Houston,18-24,Male
C02547,2024-03-25,USA,Phoenix,18-24,Male
C02548,2024-07-27,Canada,Vancouver,25-34,Female
C02549,2024-02-02,USA,Los Angeles,25-34,Male
C02550,2024-06-20,USA,Phoenix,25-34,Female
C02551,2024-06-28,Canada,Toronto,25-34,Female
C02552,2024-07-31,Germany,Berlin,45-54,Female
C02553,2024-08-30,Australia,Melbourne,55+,Female
C02554,2024-07-08,Germany,Munich,25-34,Female
C02555,2024-06-24,Australia,Sydney,55+,Male
C02556,2024-08-21,USA,Chicago,25-34,Female
C02557,2024-05-14,Australia,Sydney,25-34,Female
C02558,2024-01-24,USA,Phoenix,25-34,Female
C02559,2024-06-14,Canada,Vancouver,35-44,Male
C02560,2024-06-20,Germany,Munich,55+,Female
C02561,2024-04-18,Australia,Melbourne,35-44,Other
C02562,2024-05-10,UK,Birmingham,25-34,Female
C02563,2024-04-02,UK,Birmingham,35-44,Male
C02564,2024-01-05,Germany,Berlin,18-24,Male
C02565,2024-04-02,Germany,Berlin,45-54,Male
C02566,2024-03-20,Germany,Berlin,35-44,Female
C02567,2024-02-16,USA,Phoenix,25-34,Female
C02568,2024-08-31,USA,Houston,35-44,Male
C02569,2024-02-24,USA,New York,35-44,Male
C02570,2024-03-28,Canada,Montreal,18-24,Male
C02571,2024-08-30,UK,Birmingham,35-44,Male
C02572,2024-07-15,Australia,Melbourne,25-34,Female
C02573,2024-05-04,Australia,Melbourne,35-44,Female
C02574,2024-02-19,Australia,Sydney,45-54,Male
C02575,2024-02-27,UK,Manchester,45-54,Female
C02576,2024-02-05,Germany,Berlin,35-44,Male
C02577,2024-02-09,Canada,Vancouver,35-44,Female
C02578,2024-01-20,USA,Houston,18-24,Male
C02579,2024-03-16,Australia,Sydney,45-54,Male
C02580,2024-08-04,Australia,Sydney,25-34,Male
C02581,2024-07-20,UK,Birmingham,25-34,Female
C02582,2024-01-26,Canada,Montreal,25-34,Female
C02583,2024-05-09,Canada,Vancouver,18-24,Female
C02584,2024-07-16,USA,Chicago,35-44,Male
C02585,2024-05-18,Canada,Vancouver,18-24,Male
C02586,2024-08-01,USA,New York,35-44,Male
C02587,2024-07-08,Germany,Berlin,25-34,Female
C02588,2024-08-14,Australia,Sydney,18-24,Male
C02589,2024-05-14,Germany,Berlin,35-44,Female
C02590,2024-01-10,UK,Birmingham,18-24,Female
C02591,2024-06-18,Canada,Montreal,25-34,Female
C02592,2024-03-27,USA,New York,35-44,Male
C02593,2024-08-12,USA,Los Angeles,18-24,Male
C02594,2024-07-15,UK,Birmingham,45-54,Male
C02595,2024-06-07,USA,Los Angeles,18-24,Female
C02596,2024-02-03,USA,Houston,25-34,Female
C02597,2024-06-01,USA,Phoenix,35-44,Male
C02598,2024-04-06,USA,Chicago,25-34,Male
C02599,2024-02-09,Canada,Vancouver,18-24,Female
C02600,2024-02-11,USA,Phoenix,25-34,Female
C02601,2024-02-16,USA,Phoenix,25-34,Male
C02602,2024-07-31,Canada,Vancouver,45-54,Female
C02603,2024-06-26,UK,London,25-34,Male
C02604,2024-07-16,USA,Los Angeles,45-54,Male
C02605,2024-06-08,UK,Birmingham,45-54,Female
C02606,2024-07-26,Germany,Munich,25-34,Female
C02607,2024-08-19,Canada,Vancouver,55+,Female
C02608,2024-02-12,USA,Phoenix,25-34,Male
C02609,2024-07-03,Australia,Melbourne,55+,Female
C02610,2024-04-22,USA,Houston,18-24,Male
C02611,2024-01-12,UK,Birmingham,35-44,Male
C02612,2024-04-15,Australia,Melbourne,25-34,Female
C02613,2024-04-03,USA,New York,25-34,Male
C02614,2024-06-22,Germany,Berlin,35-44,Female
C02615,2024-07-03,Australia,Melbourne,35-44,Female
C02616,2024-03-01,Germany,Berlin,18-24,Male
C02617,2024-09-05,Germany,Munich,25-34,Male
C02618,2024-04-23,UK,London,35-44,Male
C02619,2024-06-05,USA,Chicago,35-44,Male
C02620,2024-03-13,USA,Phoenix,55+,Female
C02621,2024-07-11,USA,New York,45-54,Female
C02622,2024-07-10,Canada,Toronto,55+,Male
C02623,2024-07-19,Australia,Melbourne,35-44,Male
C02624,2024-04-24,Germany,Berlin,25-34,Female
C02625,2024-02-29,USA,Chicago,18-24,Female
C02626,2024-05-16,Australia,Sydney,45-54,Male
C02627,2024-03-02,USA,Los Angeles,35-44,Male
C02628,2024-03-20,Germany,Munich,18-24,Female
C02629,2024-09-04,Canada,Montreal,25-34,Male
C02630,2024-07-26,Germany,Munich,55+,Male
C02631,2024-07-19,UK,Birmingham,35-44,Female
C02632,2024-04-30,USA,Chicago,25-34,Female
C02633,2024-08-19,UK,Birmingham,25-34,Female
C02634,2024-08-01,Australia,Melbourne,25-34,Female
C02635,2024-02-19,Canada,Vancouver,25-34,Female
C02636,2024-04-04,UK,Manchester,25-34,Male
C02637,2024-06-22,Canada,Vancouver,18-24,Male
C02638,2024-08-30,USA,Phoenix,45-54,Male
C02639,2024-05-26,UK,London,25-34,Male
C02640,2024-04-22,USA,Los Angeles,45-54,Female
C02641,2024-04-28,UK,Manchester,45-54,Female
C02642,2024-07-15,USA,Los Angeles,25-34,Female
C02643,2024-03-13,USA,Los Angeles,35-44,Female
C02644,2024-07-18,Australia,Melbourne,25-34,Male
C02645,2024-04-07,UK,Manchester,45-54,Male
C02646,2024-05-08,Australia,Melbourne,25-34,Female
C02647,2024-05-15,Canada,Toronto,35-44,Female
C02648,2024-04-17,UK,Manchester,35-44,Female
C02649,2024-09-04,Canada,Montreal,25-34,Female
C02650,2024-02-11,UK,London,18-24,Female
C02651,2024-07-28,USA,Los Angeles,35-44,Female
C02652,2024-02-21,Australia,Sydney,35-44,Male
